Employee_ID,Department,Job_Role,Age,Gender,Date_of_Joining,Tenure_Years,Salary,Performance_Rating,Training_Hours,Engagement_Score,Satisfaction_Score,Training_Need,Turnover,Hire_Time_Days
11678,Marketing,Digital Marketer,32,Female,2019-11-06,4,117379,5,7,90,54,Yes,No,39
11679,HR,Recruitment Manager,52,Male,2018-04-14,6,70351,1,50,86,62,No,Yes,33
11680,HR,Recruitment Manager,35,Female,2016-11-01,7,110192,2,5,94,58,No,Yes,43
11681,Marketing,Digital Marketer,25,Male,2015-01-04,9,43092,3,40,75,70,Yes,No,23
11682,IT,Data Scientist,26,Male,2022-11-13,1,86527,4,21,100,77,No,No,21
11683,Marketing,Digital Marketer,60,Female,2022-09-19,2,117678,5,10,65,74,No,Yes,57
11684,IT,Data Scientist,60,Male,2019-04-27,5,57679,1,50,65,52,Yes,No,49
11685,Operations,Operations Manager,43,Male,2021-07-24,3,77372,2,24,84,83,No,No,31
11686,IT,Data Scientist,55,Female,2019-04-16,5,67689,1,32,79,76,No,Yes,58
11687,Operations,Operations Manager,28,Female,2021-10-16,3,53812,5,31,76,62,No,No,38
11688,HR,Recruitment Manager,37,Male,2022-04-01,2,111786,2,42,70,91,No,Yes,34
11689,Finance,Financial Analyst,47,Male,2022-02-03,2,110860,1,27,97,57,Yes,No,60
11690,Operations,Operations Manager,52,Female,2020-10-17,4,107289,4,24,72,80,Yes,Yes,41
11691,HR,Recruitment Manager,34,Male,2016-05-23,8,70793,1,8,75,66,No,No,38
11692,Marketing,Digital Marketer,24,Female,2023-11-02,0,119923,2,43,77,81,No,No,23
11693,Finance,Financial Analyst,33,Male,2015-08-09,9,50048,4,10,84,59,No,Yes,31
11694,HR,Recruitment Manager,55,Male,2019-04-27,5,66932,5,50,89,69,Yes,No,51
11695,IT,Data Scientist,39,Female,2019-04-24,5,56622,5,16,61,93,No,No,19
11696,Finance,Financial Analyst,38,Female,2016-05-28,8,67291,5,9,82,87,No,No,38
11697,Finance,Financial Analyst,43,Female,2022-01-06,2,89840,1,8,62,71,Yes,Yes,56
11698,Finance,Financial Analyst,48,Male,2022-08-03,2,110202,2,21,84,87,Yes,No,26
11699,Marketing,Marketing Analyst,46,Male,2020-10-05,4,57088,5,28,68,71,Yes,No,33
11700,Sales,Sales Executive,60,Male,2023-12-16,0,42115,1,16,68,83,Yes,No,50
11701,IT,Data Scientist,60,Female,2024-02-06,0,69685,1,23,99,52,Yes,No,19
11702,IT,Data Scientist,32,Male,2024-01-19,0,81215,1,26,66,95,No,Yes,49
11703,Sales,Sales Executive,60,Female,2019-10-24,5,47585,4,27,60,55,No,No,43
11704,Finance,Financial Analyst,25,Male,2024-05-09,0,85590,5,30,65,51,Yes,Yes,17
11705,Sales,Sales Representative,29,Male,2022-02-28,2,95870,5,36,96,87,No,Yes,36
11706,Marketing,Marketing Analyst,51,Male,2024-05-24,0,71092,3,16,100,99,No,No,59
11707,Sales,Sales Representative,26,Male,2019-01-20,5,56827,4,8,96,71,No,No,33
11708,IT,Software Engineer,41,Female,2015-12-18,8,52403,3,41,100,76,Yes,Yes,53
11709,HR,Recruitment Manager,37,Male,2022-10-30,1,84252,4,12,70,81,Yes,No,48
11710,Operations,Operations Manager,42,Male,2016-03-30,8,86484,5,48,71,58,Yes,No,31
11711,Sales,Sales Executive,35,Male,2020-02-14,4,43779,1,6,61,86,Yes,No,58
11712,Operations,Operations Manager,60,Female,2023-04-07,1,105202,1,28,86,94,Yes,No,59
11713,IT,Data Scientist,33,Male,2017-08-19,7,54569,5,41,98,66,Yes,No,58
11714,IT,Software Engineer,32,Female,2017-08-29,7,80676,5,25,85,86,No,Yes,22
11715,HR,HR Generalist,42,Male,2020-03-07,4,64169,1,15,73,80,No,No,41
11716,IT,Data Scientist,51,Male,2019-10-25,5,117576,4,40,70,89,Yes,No,41
11717,Sales,Sales Executive,48,Male,2020-07-13,4,111386,2,40,66,70,No,Yes,50
11718,Marketing,Marketing Analyst,27,Female,2020-02-15,4,107389,1,25,68,94,No,No,27
11719,Operations,Operations Manager,32,Female,2018-01-23,6,75404,4,48,91,90,Yes,Yes,19
11720,Marketing,Digital Marketer,54,Male,2018-09-09,6,52251,3,8,81,93,No,Yes,31
11721,HR,Recruitment Manager,41,Female,2021-08-19,3,86080,3,7,74,90,Yes,No,41
11722,Sales,Sales Representative,54,Female,2017-05-27,7,82378,5,45,68,73,Yes,Yes,15
11723,HR,Recruitment Manager,46,Female,2018-10-22,6,89726,4,24,74,92,No,No,43
11724,Sales,Sales Executive,52,Female,2016-09-08,8,86685,2,6,98,78,Yes,No,37
11725,IT,Data Scientist,29,Male,2014-11-26,9,42556,1,11,66,56,Yes,Yes,52
11726,IT,Software Engineer,44,Female,2016-01-04,8,112859,5,35,63,51,No,No,43
11727,Sales,Sales Representative,36,Female,2016-03-15,8,111835,1,40,67,73,Yes,Yes,16
11728,Marketing,Marketing Analyst,26,Female,2016-03-06,8,87158,1,46,94,53,Yes,Yes,52
11729,Marketing,Marketing Analyst,43,Male,2017-11-13,6,54336,5,28,98,85,Yes,Yes,54
11730,HR,HR Generalist,60,Male,2023-03-13,1,80656,5,27,87,59,No,No,44
11731,HR,Recruitment Manager,55,Female,2019-04-10,5,88780,3,44,92,98,Yes,No,51
11732,IT,Data Scientist,50,Male,2015-08-09,9,61379,5,46,86,50,Yes,No,52
11733,Operations,Operations Manager,43,Male,2016-12-15,7,119753,4,15,98,84,No,No,20
11734,Operations,Operations Manager,53,Female,2021-11-12,2,84066,1,26,85,60,No,No,53
11735,HR,Recruitment Manager,29,Female,2017-01-09,7,68109,1,13,86,78,Yes,No,40
11736,Marketing,Marketing Analyst,51,Female,2016-03-28,8,58909,1,39,96,52,Yes,No,49
11737,Marketing,Marketing Analyst,29,Male,2019-12-30,4,59847,3,37,92,72,Yes,No,21
11738,HR,Recruitment Manager,54,Male,2019-03-20,5,82839,4,48,77,91,Yes,Yes,36
11739,HR,HR Generalist,42,Male,2023-01-15,1,105388,1,19,100,85,Yes,No,43
11740,IT,Data Scientist,22,Female,2018-04-01,6,43529,4,39,90,72,Yes,No,19
11741,Finance,Financial Analyst,55,Female,2016-04-04,8,82675,4,43,77,69,Yes,No,52
11742,HR,HR Generalist,56,Female,2024-05-27,0,66153,1,48,80,63,No,No,22
11743,IT,Software Engineer,41,Male,2016-10-06,8,69770,5,18,78,99,Yes,No,36
11744,HR,Recruitment Manager,50,Male,2021-04-04,3,56735,5,6,78,100,No,No,19
11745,HR,Recruitment Manager,54,Female,2016-06-22,8,110709,1,11,87,54,Yes,Yes,20
11746,Finance,Financial Analyst,53,Male,2019-05-18,5,49619,2,26,65,87,No,Yes,54
11747,Sales,Sales Executive,52,Female,2017-04-27,7,91932,2,19,66,65,No,No,54
11748,IT,Software Engineer,56,Male,2024-02-07,0,64056,1,50,96,59,Yes,No,17
11749,IT,Software Engineer,24,Male,2018-04-01,6,51202,1,30,80,85,Yes,No,20
11750,Finance,Financial Analyst,53,Female,2021-10-13,3,110104,2,44,75,72,Yes,No,55
11751,Operations,Operations Manager,31,Female,2018-12-29,5,88303,5,48,68,78,No,No,38
11752,HR,HR Generalist,55,Male,2018-05-20,6,69658,4,12,92,73,Yes,No,18
11753,Operations,Operations Manager,53,Male,2024-07-03,0,104314,4,25,69,86,No,No,37
11754,HR,HR Generalist,40,Female,2016-08-17,8,99200,1,22,84,88,Yes,No,27
11755,Sales,Sales Executive,24,Female,2022-09-02,2,90173,1,20,70,89,Yes,Yes,44
11756,Operations,Operations Manager,48,Female,2024-09-30,0,75988,1,41,98,82,Yes,No,54
11757,Sales,Sales Executive,53,Female,2018-04-30,6,44889,3,43,64,79,No,No,57
11758,Finance,Financial Analyst,25,Male,2018-05-24,6,76026,1,8,69,74,No,Yes,21
11759,HR,Recruitment Manager,43,Female,2024-05-08,0,45596,2,30,91,59,No,No,28
11760,Finance,Financial Analyst,52,Female,2016-01-09,8,99666,5,13,61,83,No,Yes,28
11761,HR,Recruitment Manager,32,Female,2021-07-22,3,92009,1,35,90,63,No,No,19
11762,IT,Data Scientist,53,Female,2024-09-18,0,97962,4,28,74,73,No,No,56
11763,IT,Software Engineer,57,Female,2021-12-11,2,111995,5,6,77,62,Yes,No,46
11764,Finance,Financial Analyst,50,Male,2016-05-02,8,83227,2,46,80,61,No,No,54
11765,Finance,Financial Analyst,43,Male,2021-01-15,3,57500,5,42,67,64,Yes,No,29
11766,Finance,Financial Analyst,59,Female,2023-10-17,1,118969,2,36,92,57,Yes,No,46
11767,Marketing,Digital Marketer,23,Male,2015-12-10,8,99417,1,26,69,61,No,No,50
11768,HR,Recruitment Manager,52,Female,2021-06-19,3,104751,3,14,84,69,No,No,34
11769,Sales,Sales Executive,27,Male,2015-03-23,9,95338,2,12,74,56,Yes,No,17
11770,Finance,Financial Analyst,41,Female,2017-08-02,7,82134,4,34,70,67,Yes,No,56
11771,IT,Data Scientist,54,Male,2016-12-30,7,110347,3,27,70,95,Yes,No,32
11772,Sales,Sales Representative,42,Female,2016-03-08,8,110000,2,19,63,73,Yes,Yes,18
11773,Sales,Sales Representative,43,Male,2015-03-19,9,40114,5,28,89,69,No,No,19
11774,Sales,Sales Representative,50,Male,2021-04-01,3,61198,4,41,87,76,Yes,No,39
11775,Operations,Operations Manager,41,Male,2023-04-08,1,110038,5,37,98,59,No,Yes,36
11776,Marketing,Marketing Analyst,47,Male,2021-12-02,2,65621,2,38,77,94,Yes,No,47
11777,HR,Recruitment Manager,52,Male,2024-03-26,0,49049,3,10,97,78,No,No,51
11778,Sales,Sales Executive,60,Male,2020-03-28,4,107238,5,27,83,63,Yes,No,22
11779,Marketing,Digital Marketer,50,Male,2024-09-29,0,63683,3,43,86,59,No,Yes,17
11780,Finance,Financial Analyst,37,Male,2017-05-15,7,118275,1,33,74,57,No,No,47
11781,Finance,Financial Analyst,33,Male,2018-03-25,6,106216,1,49,71,61,No,No,47
11782,Operations,Operations Manager,53,Female,2016-05-29,8,101426,1,35,70,53,No,Yes,26
11783,Operations,Operations Manager,41,Female,2021-06-13,3,81131,5,6,88,95,Yes,No,42
11784,Marketing,Marketing Analyst,26,Male,2024-05-31,0,97433,4,5,85,83,Yes,Yes,16
11785,Sales,Sales Executive,51,Female,2022-11-02,1,94369,2,17,82,77,Yes,No,55
11786,Marketing,Digital Marketer,29,Female,2024-09-09,0,110983,5,20,78,92,No,No,57
11787,Marketing,Marketing Analyst,29,Male,2020-06-03,4,40359,2,43,71,56,No,No,42
11788,Finance,Financial Analyst,41,Female,2021-03-18,3,113505,4,44,92,91,Yes,No,59
11789,Marketing,Marketing Analyst,34,Male,2016-11-14,7,64164,4,39,87,75,Yes,No,24
11790,HR,Recruitment Manager,27,Male,2024-06-22,0,108252,2,5,98,53,No,No,42
11791,Operations,Operations Manager,34,Male,2019-12-14,4,57613,3,42,62,94,No,Yes,57
11792,HR,HR Generalist,49,Male,2020-12-26,3,58243,1,45,88,71,Yes,Yes,44
11793,Finance,Financial Analyst,22,Female,2015-02-15,9,80405,1,8,60,75,No,No,35
11794,HR,Recruitment Manager,22,Male,2017-06-25,7,65803,3,18,99,76,Yes,No,35
11795,Marketing,Digital Marketer,25,Female,2016-12-05,7,101769,4,44,65,84,No,No,23
11796,IT,Data Scientist,26,Female,2015-02-14,9,116306,2,32,83,78,Yes,No,56
11797,HR,Recruitment Manager,53,Male,2019-05-04,5,118064,1,7,62,97,Yes,No,15
11798,Marketing,Digital Marketer,36,Male,2024-07-07,0,114543,4,33,79,67,Yes,No,54
11799,HR,HR Generalist,49,Female,2024-03-23,0,81049,4,15,64,93,Yes,Yes,42
11800,Finance,Financial Analyst,44,Male,2020-04-10,4,45391,2,41,67,62,Yes,No,55
11801,Marketing,Digital Marketer,34,Female,2016-12-05,7,89670,5,19,69,96,Yes,No,55
11802,Marketing,Digital Marketer,57,Male,2024-06-08,0,100096,5,8,76,71,No,No,31
11803,Sales,Sales Representative,35,Male,2023-12-27,0,68050,2,41,85,85,No,No,45
11804,Operations,Operations Manager,31,Female,2018-11-26,5,44724,4,16,89,55,No,No,26
11805,Operations,Operations Manager,60,Male,2016-07-10,8,41650,2,38,60,91,Yes,No,36
11806,Finance,Financial Analyst,47,Male,2022-10-06,2,51212,2,46,86,50,Yes,No,45
11807,HR,Recruitment Manager,31,Female,2022-10-27,2,70557,3,20,79,93,Yes,No,54
11808,Finance,Financial Analyst,37,Male,2023-03-11,1,106960,4,11,63,79,Yes,No,46
11809,Sales,Sales Executive,44,Male,2018-10-21,6,60620,3,22,73,72,No,No,59
11810,Finance,Financial Analyst,39,Male,2014-11-21,9,103295,5,17,75,67,No,No,59
11811,IT,Data Scientist,28,Female,2024-02-10,0,40098,5,45,77,71,Yes,No,17
11812,Sales,Sales Executive,58,Female,2018-12-28,5,100441,3,9,89,53,Yes,No,37
11813,Finance,Financial Analyst,54,Male,2019-09-04,5,42737,4,12,91,51,No,No,20
11814,IT,Software Engineer,47,Female,2020-08-20,4,56520,1,12,72,67,Yes,No,26
11815,Marketing,Digital Marketer,38,Female,2018-08-24,6,116868,3,48,87,85,No,No,20
11816,Operations,Operations Manager,26,Female,2020-06-22,4,100870,1,40,95,95,No,Yes,42
11817,Operations,Operations Manager,48,Male,2021-08-11,3,49961,5,24,67,77,Yes,No,42
11818,IT,Data Scientist,29,Male,2016-12-03,7,73224,2,46,87,94,No,No,18
11819,Operations,Operations Manager,50,Male,2018-03-26,6,51573,3,41,79,68,No,No,46
11820,Operations,Operations Manager,38,Male,2017-09-12,7,85828,4,14,85,50,Yes,No,17
11821,Operations,Operations Manager,24,Male,2023-09-18,1,101781,4,5,82,100,No,No,42
11822,Sales,Sales Representative,31,Female,2024-04-26,0,96557,1,38,94,50,No,No,17
11823,IT,Software Engineer,57,Female,2021-10-04,3,72290,3,12,71,59,Yes,No,28
11824,Finance,Financial Analyst,28,Male,2024-10-07,0,98130,5,49,90,91,No,No,15
11825,HR,HR Generalist,57,Male,2015-12-02,8,94559,4,45,86,81,Yes,No,37
11826,IT,Data Scientist,30,Male,2021-10-09,3,70259,2,6,91,95,Yes,Yes,25
11827,IT,Software Engineer,58,Female,2022-07-18,2,114025,1,19,71,80,Yes,No,22
11828,Operations,Operations Manager,53,Female,2015-04-18,9,50069,4,8,60,89,No,No,53
11829,HR,HR Generalist,24,Female,2017-03-15,7,52168,2,20,98,53,No,Yes,33
11830,HR,Recruitment Manager,37,Female,2014-12-04,9,68207,3,33,74,58,No,No,25
11831,Finance,Financial Analyst,54,Female,2017-12-12,6,113445,3,15,85,76,Yes,Yes,15
11832,HR,HR Generalist,26,Male,2023-11-14,0,73084,1,25,68,100,Yes,No,29
11833,Sales,Sales Executive,57,Male,2016-10-24,8,64710,4,14,76,100,No,No,26
11834,IT,Data Scientist,31,Male,2023-05-01,1,47735,3,36,67,71,No,No,20
11835,Operations,Operations Manager,53,Female,2022-07-25,2,70070,1,6,69,83,No,No,29
11836,Operations,Operations Manager,57,Male,2024-07-04,0,105401,5,29,63,97,Yes,Yes,18
11837,Sales,Sales Executive,49,Female,2020-03-22,4,69413,4,36,60,58,Yes,No,48
11838,Sales,Sales Executive,26,Female,2022-05-20,2,56367,3,28,61,95,Yes,No,55
11839,Sales,Sales Executive,52,Male,2019-03-10,5,64683,4,35,83,78,Yes,No,50
11840,IT,Software Engineer,26,Male,2015-03-10,9,60877,5,28,97,58,Yes,No,18
11841,Marketing,Digital Marketer,22,Male,2018-08-26,6,106465,2,43,76,94,Yes,Yes,59
11842,HR,Recruitment Manager,58,Female,2024-08-09,0,72336,4,18,71,52,No,Yes,28
11843,IT,Software Engineer,46,Male,2021-11-03,2,67145,3,6,71,53,Yes,No,19
11844,HR,Recruitment Manager,36,Female,2020-06-21,4,114860,2,23,81,68,No,No,55
11845,HR,HR Generalist,31,Male,2019-10-05,5,70355,4,44,61,75,Yes,No,23
11846,Sales,Sales Representative,52,Male,2024-07-29,0,116359,1,25,91,80,No,Yes,44
11847,Sales,Sales Representative,59,Male,2019-01-27,5,44374,5,9,71,88,No,No,46
11848,Operations,Operations Manager,43,Female,2024-03-31,0,117796,1,44,89,56,Yes,No,26
11849,HR,HR Generalist,56,Male,2022-10-12,2,60530,3,50,77,71,No,No,21
11850,Finance,Financial Analyst,43,Male,2023-08-27,1,86615,4,13,83,90,No,No,43
11851,Sales,Sales Executive,39,Female,2018-12-10,5,68955,3,29,63,77,Yes,No,36
11852,IT,Data Scientist,51,Female,2022-03-28,2,99223,1,46,82,86,No,No,39
11853,IT,Data Scientist,36,Male,2022-03-25,2,75407,3,37,96,93,Yes,No,36
11854,HR,HR Generalist,28,Male,2019-04-21,5,100048,5,19,75,70,Yes,No,36
11855,Marketing,Digital Marketer,49,Female,2021-04-28,3,49028,2,40,84,70,No,No,58
11856,IT,Data Scientist,40,Male,2020-06-19,4,53976,4,39,86,79,No,No,43
11857,Marketing,Digital Marketer,32,Female,2018-02-03,6,115732,5,50,71,93,No,Yes,33
11858,Sales,Sales Representative,50,Female,2016-07-21,8,58895,4,19,89,80,Yes,No,48
11859,IT,Software Engineer,56,Male,2018-10-06,6,97385,5,23,94,95,No,No,47
11860,IT,Software Engineer,44,Female,2022-10-02,2,47814,2,19,81,72,No,No,17
11861,IT,Software Engineer,37,Female,2017-05-21,7,107335,2,40,62,95,Yes,Yes,60
11862,IT,Software Engineer,54,Male,2015-07-17,9,60054,2,16,73,86,Yes,No,54
11863,Marketing,Digital Marketer,44,Male,2018-08-28,6,58379,5,38,76,66,Yes,No,57
11864,HR,Recruitment Manager,31,Female,2018-11-30,5,103269,5,13,72,90,Yes,Yes,59
11865,HR,Recruitment Manager,40,Female,2021-12-25,2,117439,1,43,60,81,Yes,No,48
11866,Finance,Financial Analyst,46,Male,2024-05-03,0,50523,3,37,76,95,Yes,No,36
11867,IT,Software Engineer,51,Male,2018-06-12,6,93332,4,22,90,91,Yes,No,48
11868,Operations,Operations Manager,51,Female,2021-11-19,2,72757,2,21,63,73,Yes,No,19
11869,HR,HR Generalist,28,Male,2015-12-02,8,77251,2,41,70,52,Yes,No,25
11870,Marketing,Marketing Analyst,30,Male,2015-01-03,9,72244,5,43,65,65,No,No,54
11871,Operations,Operations Manager,36,Male,2021-11-16,2,54321,1,7,87,75,Yes,No,48
11872,HR,HR Generalist,26,Female,2021-09-12,3,63721,5,8,88,73,No,Yes,45
11873,Marketing,Marketing Analyst,43,Male,2022-11-29,1,109178,5,30,90,99,No,No,47
11874,Finance,Financial Analyst,28,Male,2017-08-19,7,78305,1,34,96,85,Yes,No,26
11875,Finance,Financial Analyst,25,Female,2024-07-10,0,70121,5,29,78,67,No,Yes,32
11876,Sales,Sales Representative,31,Male,2022-02-19,2,115260,5,47,75,58,No,Yes,36
11877,Operations,Operations Manager,57,Female,2017-04-08,7,82419,5,5,76,79,Yes,Yes,17
11878,HR,Recruitment Manager,43,Male,2017-12-31,6,48820,3,38,69,58,No,No,46
11879,Marketing,Digital Marketer,40,Female,2017-10-27,7,77577,4,44,67,58,Yes,No,32
11880,Finance,Financial Analyst,34,Female,2016-03-21,8,103062,3,38,73,74,Yes,No,32
11881,IT,Data Scientist,34,Male,2016-08-28,8,54584,2,28,61,89,No,No,37
11882,Marketing,Marketing Analyst,44,Male,2015-08-30,9,89047,4,31,73,59,No,No,15
11883,Marketing,Marketing Analyst,32,Female,2023-06-05,1,44181,2,34,67,99,Yes,No,33
11884,Marketing,Digital Marketer,32,Male,2019-05-19,5,59194,1,47,73,54,No,No,32
11885,Sales,Sales Representative,35,Male,2024-03-30,0,84127,4,18,62,98,No,No,31
11886,Operations,Operations Manager,57,Male,2018-01-22,6,76500,1,17,81,87,Yes,Yes,20
11887,Sales,Sales Representative,42,Female,2015-10-24,9,85913,2,12,67,52,Yes,No,42
11888,IT,Data Scientist,25,Female,2019-10-18,5,53326,5,47,80,100,No,No,60
11889,IT,Software Engineer,58,Male,2015-08-08,9,110484,5,28,100,88,No,Yes,37
11890,HR,HR Generalist,59,Female,2019-06-19,5,75007,5,20,79,86,No,No,60
11891,Marketing,Marketing Analyst,25,Male,2015-02-24,9,63232,2,10,86,92,Yes,No,53
11892,Operations,Operations Manager,38,Male,2019-10-15,5,75686,2,46,79,81,Yes,No,32
11893,Operations,Operations Manager,42,Female,2017-12-01,6,102875,5,16,84,89,Yes,No,39
11894,HR,HR Generalist,47,Male,2020-02-11,4,55145,5,50,63,51,Yes,Yes,42
11895,Operations,Operations Manager,40,Male,2022-03-20,2,116667,5,15,79,61,Yes,No,28
11896,Sales,Sales Executive,55,Male,2024-05-28,0,63965,3,6,64,57,Yes,Yes,50
11897,Operations,Operations Manager,48,Female,2019-04-15,5,77618,5,12,100,68,No,No,15
11898,Finance,Financial Analyst,52,Male,2014-12-02,9,86098,3,26,83,64,Yes,Yes,31
11899,IT,Software Engineer,51,Female,2019-09-23,5,64920,4,21,65,99,No,No,31
11900,Marketing,Digital Marketer,31,Male,2018-10-01,6,96643,5,43,77,55,Yes,No,48
11901,Sales,Sales Representative,32,Male,2022-09-01,2,77964,1,20,85,70,Yes,No,35
11902,Finance,Financial Analyst,23,Female,2017-08-12,7,43388,3,50,70,78,Yes,Yes,49
11903,Operations,Operations Manager,32,Female,2022-08-30,2,119268,5,37,87,95,No,No,40
11904,IT,Software Engineer,60,Female,2015-06-25,9,43899,3,36,69,83,Yes,Yes,41
11905,Finance,Financial Analyst,34,Male,2021-04-27,3,75162,5,8,81,92,Yes,Yes,53
11906,Operations,Operations Manager,55,Male,2024-03-08,0,73129,1,36,63,64,Yes,No,53
11907,Marketing,Marketing Analyst,56,Male,2023-02-13,1,91265,4,50,80,86,No,No,46
11908,Sales,Sales Executive,35,Male,2016-09-14,8,68698,4,9,63,66,Yes,No,45
11909,Operations,Operations Manager,35,Female,2019-07-29,5,116344,2,28,78,89,Yes,Yes,41
11910,Operations,Operations Manager,26,Female,2020-06-17,4,50630,4,39,100,69,Yes,No,56
11911,Sales,Sales Executive,48,Female,2015-05-27,9,54247,1,10,79,78,Yes,Yes,36
11912,Marketing,Digital Marketer,54,Male,2022-10-22,2,87416,3,30,62,61,Yes,No,51
11913,IT,Data Scientist,46,Female,2019-12-10,4,69023,1,21,97,74,No,No,37
11914,IT,Software Engineer,22,Female,2024-04-27,0,113226,5,25,70,59,Yes,No,27
11915,Sales,Sales Representative,29,Female,2015-04-20,9,51860,5,28,83,75,No,No,38
11916,IT,Software Engineer,35,Female,2017-12-15,6,48395,4,41,99,67,Yes,No,40
11917,IT,Data Scientist,55,Female,2016-09-12,8,47485,5,32,99,62,No,No,20
11918,IT,Software Engineer,45,Male,2018-04-25,6,106701,1,39,88,57,Yes,No,50
11919,Marketing,Digital Marketer,35,Female,2022-08-21,2,118452,5,21,78,66,Yes,Yes,26
11920,Marketing,Digital Marketer,46,Female,2018-02-02,6,119038,3,23,60,78,Yes,Yes,17
11921,Sales,Sales Representative,42,Female,2016-12-31,7,119822,4,38,100,86,Yes,No,48
11922,IT,Data Scientist,37,Female,2020-02-01,4,63354,5,42,66,90,No,No,28
11923,Operations,Operations Manager,35,Male,2023-07-15,1,61957,3,49,99,86,Yes,No,27
11924,HR,Recruitment Manager,55,Female,2021-10-01,3,72972,5,39,76,58,No,No,46
11925,HR,Recruitment Manager,60,Male,2015-09-22,9,84656,4,37,93,80,Yes,No,41
11926,HR,HR Generalist,33,Male,2017-10-12,7,118808,1,7,69,92,Yes,No,44
11927,Operations,Operations Manager,38,Male,2019-06-28,5,84450,1,7,91,75,No,No,55
11928,Operations,Operations Manager,50,Male,2023-04-03,1,113019,2,36,69,68,No,No,39
11929,Finance,Financial Analyst,57,Male,2015-07-21,9,99064,2,41,87,63,No,No,28
11930,HR,HR Generalist,42,Male,2023-02-17,1,40490,4,25,96,54,No,No,32
11931,Marketing,Digital Marketer,45,Female,2022-01-01,2,71858,2,40,82,62,Yes,Yes,56
11932,Finance,Financial Analyst,29,Female,2023-11-03,0,53324,3,12,91,68,Yes,No,55
11933,IT,Data Scientist,40,Female,2019-11-30,4,60794,2,35,88,87,Yes,No,49
11934,Sales,Sales Representative,49,Female,2015-04-14,9,44981,2,22,66,53,Yes,No,35
11935,Operations,Operations Manager,55,Female,2024-10-15,0,40268,3,39,100,51,No,No,26
11936,Sales,Sales Executive,28,Female,2019-03-09,5,46048,3,40,81,74,No,No,54
11937,IT,Software Engineer,34,Male,2019-01-14,5,73887,5,18,82,87,Yes,No,44
11938,Operations,Operations Manager,49,Male,2021-01-10,3,61918,3,6,93,91,No,No,46
11939,Marketing,Marketing Analyst,24,Male,2024-08-30,0,73544,1,26,73,74,Yes,Yes,29
11940,Operations,Operations Manager,45,Female,2023-06-25,1,90878,1,13,88,66,No,No,51
11941,Sales,Sales Representative,54,Female,2023-07-17,1,101888,4,27,96,100,No,Yes,47
11942,Finance,Financial Analyst,54,Male,2024-04-09,0,96543,1,45,83,53,No,Yes,30
11943,IT,Software Engineer,46,Male,2017-11-05,6,71711,1,23,99,75,No,No,51
11944,HR,HR Generalist,55,Female,2023-09-13,1,85929,2,39,88,98,No,No,22
11945,Marketing,Digital Marketer,29,Female,2021-06-06,3,73160,5,38,97,84,Yes,No,32
11946,IT,Software Engineer,37,Male,2017-10-20,7,81027,5,17,92,100,Yes,Yes,56
11947,Finance,Financial Analyst,41,Male,2022-04-30,2,59640,3,8,83,75,No,Yes,54
11948,Finance,Financial Analyst,35,Female,2020-08-19,4,63764,1,38,88,98,No,No,53
11949,Sales,Sales Executive,47,Female,2021-01-08,3,103227,3,21,64,89,No,No,56
11950,Operations,Operations Manager,51,Male,2024-05-14,0,119907,2,26,69,62,Yes,No,36
11951,Marketing,Digital Marketer,22,Female,2024-02-11,0,56773,5,45,99,84,Yes,No,28
11952,Sales,Sales Representative,23,Male,2020-12-21,3,93140,5,19,75,79,Yes,No,48
11953,Finance,Financial Analyst,40,Female,2020-12-10,3,88849,3,45,62,95,Yes,Yes,44
11954,Operations,Operations Manager,45,Male,2024-09-25,0,41218,2,45,80,61,Yes,No,42
11955,IT,Software Engineer,52,Male,2021-01-07,3,92008,5,27,88,80,No,Yes,24
11956,Finance,Financial Analyst,45,Female,2020-04-24,4,75079,3,36,86,87,Yes,No,51
11957,Finance,Financial Analyst,22,Male,2017-05-25,7,56220,3,32,66,95,No,Yes,42
11958,Operations,Operations Manager,57,Male,2024-05-31,0,48560,5,46,93,85,Yes,No,32
11959,HR,Recruitment Manager,31,Male,2015-11-25,8,110530,2,32,92,94,No,No,48
11960,Operations,Operations Manager,52,Female,2014-10-29,10,55690,2,8,89,59,No,No,49
11961,Sales,Sales Representative,41,Female,2021-07-04,3,71180,5,10,100,88,No,No,19
11962,HR,Recruitment Manager,27,Male,2015-03-27,9,115095,3,6,89,94,No,No,17
11963,Marketing,Marketing Analyst,39,Male,2022-04-21,2,56123,4,24,80,93,No,Yes,27
11964,IT,Software Engineer,24,Female,2024-05-30,0,67620,2,38,81,91,Yes,No,36
11965,Sales,Sales Executive,29,Male,2018-10-18,6,71517,2,39,64,84,No,No,29
11966,Operations,Operations Manager,55,Male,2023-05-07,1,62456,1,29,78,91,Yes,Yes,48
11967,IT,Data Scientist,49,Male,2022-03-30,2,61621,1,41,72,63,Yes,Yes,36
11968,Finance,Financial Analyst,38,Female,2021-05-02,3,93140,4,20,77,97,No,No,38
11969,Marketing,Marketing Analyst,34,Male,2019-10-10,5,72374,4,18,75,93,Yes,No,44
11970,HR,Recruitment Manager,28,Female,2021-07-22,3,115097,5,41,82,62,Yes,No,45
11971,Finance,Financial Analyst,34,Female,2018-12-13,5,96496,4,13,94,77,No,No,18
11972,Finance,Financial Analyst,36,Male,2024-09-13,0,93964,2,21,90,89,No,Yes,44
